student_id,3444_1,3444_2,3444_3,3444_4,3444_5,3445_1,3445_2,3445_3,3445_4,3445_5,3446_1,3446_2,3446_3,3446_4,3446_5,3447_1,3447_2,3447_3,3447_4,3447_5,3448_1,3448_2,3448_3,3448_4,3448_5,3449_1,3449_2,3449_3,3449_4,3449_5,3450_1,3450_2,3450_3,3450_4,3450_5,3451_1,3451_2,3451_3,3451_4,3451_5,3452_1,3452_2,3452_3,3452_4,3452_5,3453_1,3453_2,3453_3,3453_4,3453_5,3454_1,3454_2,3454_3,3454_4,3454_5,3455_1,3455_2,3455_3,3455_4,3455_5,3456_1,3456_2,3456_3,3456_4,3456_5,3457_1,3457_2,3457_3,3457_4,3457_5,3458_1,3458_2,3458_3,3458_4,3458_5,3459_1,3459_2,3459_3,3459_4,3459_5,3460_1,3460_2,3460_3,3460_4,3460_5,3461_1,3461_2,3461_3,3461_4,3461_5,3462_1,3462_2,3462_3,3462_4,3462_5,3463_1,3463_2,3463_3,3463_4,3463_5,3464_1,3464_2,3464_3,3464_4,3464_5,3465_1,3465_2,3465_3,3465_4,3465_5
I268857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.749982431,0.72234955,,,,,0.746592457,-0.393135566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I268908,,,,,,,,,,,,,,,,,,,,,0.915573538,0.915401859,-2.180183023,,,0.740325724,,,,,,,,,,,,,,,,,,,,,0.957492155,,,,0.744148954,,,,,0.663238511,,,,,,,,-2.150860446,,,,-1.344426071,,,,,-0.023167301,,,,,,,,,-3.859387123,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I268909,,0.157153267,0.144706254,0.70993909,,,,0.268121952,-0.861766043,,0.166138987,-0.064731501,0.139543375,1.228413985,,0.037135824,0.145984984,0.062640656,,,0.023273131,-0.340323776,0.543837775,-0.660479989,,-0.047701728,,0.489614148,,,-0.063770161,-0.064081854,-0.215351395,1.305933696,,0.068772002,0.39668542,0.545916772,-0.202456288,,0.360441152,-0.008761731,0.666472705,,,0.247575764,0.431539177,0.324147315,0.222899841,,0.744148954,0.341306401,-0.154503336,-0.946809999,,0.111866213,0.567001894,0.318377003,0.04676828,,0.174275844,0.100452055,-0.015966528,-0.112387842,-1.249402137,0.295368256,-0.282805869,0.267468703,0.003353753,,-0.310197466,-0.046439591,-0.258600951,-0.12073323,,-0.340256097,0.282870593,-0.316785811,-0.01279328,,-0.015106239,0.32819253,-0.19355843,,,-0.095442645,0.121565214,-0.064516726,,,-0.763486653,0.313758046,0.331841398,,,,0.637317418,0.108061349,0.072042636,,,0.067850624,0.287468751,0.258301711,,,,0.233929653,,
I269003,-3.239102797,-1.153621242,1.042194778,,,,-0.072610808,1.105263102,1.423490908,,0.660744512,-0.385115101,0.037211485,-0.938283692,,0.618314558,0.463050954,0.240311514,-0.59784469,,-1.315177481,0.915401859,-0.201683706,-1.520182777,,0.740325724,-0.424197752,1.01976818,,,0.599102111,0.512515992,-0.085392062,-0.229107393,,-0.288473411,0.071713755,-0.254254106,,,-0.939213816,0.86340191,-1.364831163,,,0.834278363,0.581163731,0.509115146,-0.403052054,,0.744148954,0.219719343,0.0327769,-0.285140779,,0.663238511,0.459768597,0.258453164,0.739073367,,-2.530342541,0.880362911,0.090574413,0.12384234,,0.879285111,1.247268873,0.188773504,-1.89538126,,0.851400568,1.10437049,0.211095037,-1.909214681,,0.331297987,1.00351133,-0.615718176,,,0.269825833,0.540428536,0.190457037,0.032590544,,0.404885474,0.421097957,-1.088488079,,,0.806221556,0.79156054,1.035768813,,,,-3.436840847,-0.019658695,-2.375287919,,,-0.703673554,-0.546758483,-1.950931982,,,,1.15368925,-1.983941478,
I269005,,,,,,,,,,,,-3.616810538,-0.280561812,,,-4.031115314,0.93864991,1.015116763,,,0.915573538,,,,,,,,,,,,,,,,,,,,,,,,,-0.149371624,-1.225212706,,,,-1.532068286,-2.443037232,,,,-0.616416982,0.775511084,-0.79241416,,,0.567674882,0.880362911,-1.405113638,,,-0.242703888,-0.829688052,-0.117866411,,,-1.016024556,1.10437049,-0.725954315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I269047,,0.891186991,1.042194778,,,,,-1.736610801,,,,0.961424665,-1.035273392,1.787561773,,,-0.448513711,-1.212448327,-2.350221055,,0.915573538,,,,,0.740325724,,,,,-2.920120438,-2.208171624,,,,-2.789191302,,,,,0.917436139,,,,,0.834278363,0.957492155,-1.283864862,,,0.744148954,1.107304868,-0.711191432,,,0.663238511,0.775511084,-1.133235994,,,0.567674882,,-0.898829851,,,-0.149204805,-2.906644977,0.188773504,1.526514807,,-0.055634492,-1.408827178,-0.725954315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I269271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.536169367,-1.270967996,-1.671954378,-0.831845211,,-2.087768623,0.880362911,-1.212243623,-1.711429226,,-0.492034777,-0.691224257,-0.833359546,-0.184433227,,-0.324385621,-0.9899609,-0.810288757,,,,,,,,,,,,,,,,,,,,,,,,,-2.897206679,,,,,,,,,,,,
I269273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.536169367,-1.270967996,-1.825873917,-0.831845211,,-2.087768623,0.880362911,-1.212243623,-1.711429226,,-0.492034777,-0.691224257,-0.833359546,-0.184433227,,-0.324385621,-0.9899609,-0.810288757,,,,,,,,,,,,,,,,,,,,,,,,,-2.897206679,,,,,,,,,,,,
I269318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.169878728,,,,,,,,,,,,,,,,,,,,,,,,,
I269319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.169878728,,,,,,,,,,,,,,,,,,,,,,,,,
I269723,,,,,,,1.053500089,0.357401549,,,0.660744512,0.198385465,0.725720294,1.787561773,,-1.706400378,-0.448513711,1.015116763,-0.59784469,,0.915573538,0.915401859,-0.531433593,1.345493184,-1.408487828,0.740325724,0.862105101,,-1.510405385,,0.88444448,0.422822994,1.077401973,-0.740787756,-1.189159538,0.783262828,0.838156361,0.888847149,1.477069166,,,,0.978980992,1.604440964,,0.834278363,0.177954705,0.322556483,-0.26937113,0.546169031,0.744148954,-0.312831972,-0.18182935,0.82079206,-1.548764394,0.663238511,0.775511084,-0.238578678,1.412324186,,,0.880362911,0.746592457,0.583378257,-0.36045235,,-0.414296667,1.210906554,1.526514807,-0.431606563,0.851400568,0.505990093,0.177628988,1.310051931,1.426354713,0.85361783,0.210806519,1.22058064,1.109247759,,0.668730734,0.989389318,0.876465251,0.032590544,,0.842672577,-1.504469674,0.922884221,,,,,1.035768813,1.231859042,,,,,,,,,,,,,,,,
I269832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.215012786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I269863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.215012786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I269935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.215012786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I270063,,,,,,,,,,,,,1.228861348,,,0.618314558,0.93864991,1.015116763,1.154531676,0.927307789,,0.915401859,-1.081016736,,,0.740325724,,,,,,1.140366981,,,-1.189159538,0.783262828,0.838156361,,,,,,,,,-0.256829186,0.138977832,-0.086485989,1.234539268,,0.744148954,0.726911071,0.700440787,1.756581385,,0.177851945,0.437215562,-0.721899297,,,-0.335913533,-0.629767338,-1.556998774,0.192772728,,,,1.721973079,,,,,,,,,-0.661168773,0.445892077,-1.695854837,,,,,,,,-1.097960952,0.446506571,,,,,,-1.895696749,,,0.637317418,,,,,0.989583051,,,,,,,,
I27009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.64569858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I270121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.928486942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I270122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.928486942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I270123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.326112416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I270127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.561517934,,,,,,,,,,,,,,,,-2.150860446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I270169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.215012786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I270196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.949783294,,,,,,,,0.663238511,,,,,0.567674882,0.880362911,,,,,,,-1.89538126,,-1.416187083,-0.9899609,-2.834315357,-1.909214681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I270203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.526514807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I270228,,,,,,,,,,,,,,,,,,,,,0.915573538,0.915401859,,,,,-1.710500605,,-1.510405385,,0.88444448,-1.538463903,-2.178421325,1.305933696,,,,,,,,,,,,0.834278363,-0.861428563,1.215012786,,,,1.107304868,-0.18182935,,,,0.366215268,-0.536797784,0.570760662,,,-0.517905838,0.00453926,0.360175097,,,-0.137369077,-2.877625647,1.526514807,,,0.406260027,0.749898414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I270286,,0.023692589,-0.445746722,,,,0.208916916,-0.375502774,-0.496124931,-1.390119757,-0.418394815,-0.326203986,0.350241896,-0.433497495,-1.424982282,0.618314558,-0.349430595,-0.007372131,-0.82641552,,-1.067316257,0.226284133,-0.993083433,-1.520182777,-1.408487828,0.545751044,0.218953675,-0.252601496,,,-0.066696749,-0.625895141,-0.497996397,-1.291828147,-1.189159538,0.783262828,0.016967855,-2.540456614,,,-0.567883825,,-1.25322106,,,0.215984085,0.138977832,-0.009927237,-0.110625033,,0.28205974,-0.152493942,-0.232060788,-0.649734023,-1.548764394,-1.272240422,-0.344521386,0.053646073,-0.431100676,,-2.530342541,0.880362911,-0.315642197,-0.257925959,-0.138214903,-2.206184636,0.309288326,0.363996313,0.022954414,0.202668814,-0.156416166,-0.38021885,-0.213109737,-0.400183457,0.438073309,-2.280301227,-0.106275405,0.187662556,,,-4.118128076,-3.113421517,-1.627535744,-1.855153781,,,-0.284943508,,,,,,0.551818715,-1.895696749,,,,,,,,,,,,,,,,
I270295,,,,,,,,,,,,,,,,,,-3.440013416,0.570406221,-1.661756298,,,,,-1.408487828,,,-0.570693915,,,,,,,,,,,-0.202456288,,,,,,,,,1.215012786,1.234539268,,,,1.406256896,0.892775854,,,,1.252516849,1.412324186,-1.187862797,,,,,,,,-0.577826284,0.67104079,,,,1.382406727,1.310051931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I270297,,,,,,,,,,,,,0.096793978,,,,,,,,,,,-0.928852817,,,,,,,,,,,,,,,,,,,,,,,,,,,0.606966218,,,-0.524405095,,,,,,,,,,0.925158094,,,,-0.218482633,,,,,,,,,,,,,,-0.071280529,,,-0.437068059,,,,,,,,,,,,,,,,,,,,,,,,,
I270304,,,,,,,,,,,,,,,,,,1.015116763,-1.181970145,,,,,-1.520182777,,,,1.01976818,,,,,1.077401973,,,,,,,,,,-0.062713299,,,,0.957492155,1.215012786,1.234539268,,0.744148954,0.515581184,-0.18182935,-1.986575916,,,,-1.133235994,1.412324186,,,,,1.364589314,,,-2.906644977,,0.67104079,1.048369318,,,1.382406727,,0.108646174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I270307,,,,,,,,-0.040755729,1.423490908,,,0.961424665,0.140335031,-0.745547144,-1.424982282,,,-3.440013416,1.154531676,-1.661756298,,,-0.785087351,-0.928852817,1.188091765,0.458257732,,,,,,,1.077401973,1.305933696,-0.513645282,0.17084212,,0.888847149,1.477069166,,,,,,,-0.340991752,,-0.150494125,1.234539268,2.022704421,0.606966218,1.107304868,-1.673667944,-0.091795877,,0.018078867,0.775511084,-0.698333132,-0.837910533,,-0.046807912,0.147936423,0.071103299,0.721980219,-0.895395585,,,0.38847597,-0.904832399,,,,0.644480362,,,,,,,,,-0.071280529,,,-0.437068059,,,-0.082801929,,,,,,-0.644674433,,,-0.449124786,,,,,-0.42146412,,,,,,,,
I270314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.256829186,0.957492155,1.215012786,,,0.744148954,0.346517275,1.406256896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I270368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.64569858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I270561,0.017921757,-0.131217125,,,,,,-1.387608742,,,0.660744512,0.045777624,0.02132282,-0.635411974,0.712622778,,-0.725946435,-1.212448327,-2.350221055,,0.278216104,-0.692539502,-2.180183023,1.345493184,-0.542961297,0.740325724,0.862105101,,,,0.377169158,0.63808619,,-1.764148482,1.64069748,0.783262828,0.838156361,0.888847149,,,,,,,,0.44784444,0.957492155,0.173813766,1.234539268,,0.117027878,-0.829245369,-1.417007541,-1.237944456,-1.548764394,0.663238511,-0.803201349,-0.11077049,-1.112366385,,0.567674882,0.880362911,0.417507996,1.364589314,,,-1.522007027,-0.961126178,-1.039907243,,-0.660324533,0.057204795,-0.725954315,,,0.85361783,,0.531968584,-2.630889036,,0.668730734,-0.088116558,-0.244511939,-0.911281619,-0.528669393,0.842672577,-0.284943508,0.922884221,,,,,-0.900031578,-1.113807801,,,0.637317418,0.256469647,-0.539790003,1.451678072,,-0.280359403,-2.048367504,-1.950931982,,,,1.15368925,,
I270664,,0.045059447,0.447018178,1.574394267,1.588966675,,1.053500089,0.046129443,0.357037664,0.086490836,0.660744512,0.267752665,0.652536141,0.948840091,0.114093361,-1.706400378,0.522500823,0.745108873,0.198690022,-0.798734935,0.454038845,0.585567734,0.292941123,0.629074194,,-0.760678946,-0.102622039,1.01976818,,,0.313759742,0.174442383,0.69586018,0.597453193,-0.213346773,0.783262828,0.263324407,0.460184178,,,-1.558097135,-0.117782186,-0.062713299,,,0.120861889,0.482991098,0.671778515,0.795898735,,0.256388117,0.623167309,-0.049488829,-0.093484867,,0.249232322,0.230744117,0.20874998,-0.529745484,,0.567674882,-0.645021179,0.395006494,0.192772728,-0.647210346,0.879285111,0.208790411,0.188773504,-0.184433227,0.061718731,0.284503655,0.699016028,0.403524814,0.666198609,,-0.539235084,-1.770955507,-1.258422762,1.109247759,,0.402794134,-0.205236762,0.378253166,0.410139409,0.369023678,-1.784050043,-1.233463859,0.168619609,,,,-0.164044448,-0.900031578,-0.331918853,,,0.229901592,-0.517258396,-0.539790003,-1.204872669,-1.247100799,0.989583051,-0.004510781,0.037378342,,,,-0.915769844,,
I270679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.663238511,,0.656078638,-1.673408734,,,0.880362911,1.29506656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I270680,0.669326667,0.891186991,,1.574394267,,,,,1.423490908,,,,1.228861348,-0.029668537,,,,1.015116763,1.154531676,,0.915573538,0.915401859,1.117315838,1.345493184,,0.740325724,0.862105101,,,,0.88444448,-3.882440927,,1.305933696,,0.783262828,0.838156361,,,,,,,,,0.834278363,,,1.234539268,,0.744148954,1.107304868,1.406256896,1.07600733,,0.663238511,,,1.412324186,,0.567674882,,,1.364589314,,,1.247268873,0.188773504,1.526514807,,0.851400568,,,,,,,,,,0.668730734,0.989389318,-1.433427139,1.920334869,2.677377287,,,0.922884221,0.929280315,,,,,1.231859042,,,0.637317418,1.157520026,1.295707914,,,0.989583051,,,,,,1.15368925,1.010186254,
I270689,0.017921757,0.277744521,0.843802578,1.574394267,,,1.053500089,0.689379116,1.423490908,,0.660744512,0.283167598,0.4819303,1.201358447,0.219329303,0.618314558,0.439271006,0.696893179,0.278343493,,-0.007495849,0.449331899,0.201343932,1.345493184,-0.975724563,0.156601686,0.218953675,0.489614148,1.34819148,,0.028417374,-0.366475391,0.350655701,-0.229107393,-0.218922846,0.783262828,0.838156361,0.317296521,-0.202456288,,0.917436139,0.127513838,-0.896068732,,,0.027807566,-0.406698383,0.173813766,0.106606469,,0.744148954,-0.248280298,-0.172857111,-0.367913299,-0.602269859,0.23233411,0.125453023,0.466004922,-0.130542274,,0.32936585,-0.051816255,0.630249466,-0.275953907,-0.6976402,0.879285111,0.554949898,0.891489976,0.328851183,,0.851400568,0.842579066,0.523444821,-0.299581375,,,,0.531968584,,,0.668730734,0.40165884,0.434868176,1.698247301,0.753749279,,0.121565214,0.922884221,,,,,1.035768813,,,,0.010523839,0.765127119,-0.743734216,-0.872803827,,0.989583051,1.455386879,1.362918558,,,,0.808779401,,
I270694,,0.014840606,0.298224028,1.574394267,,,,0.231760808,-0.176188958,-1.390119757,0.660744512,0.198385465,0.61928661,0.697223587,-0.500612527,-1.706400378,0.93864991,0.610104928,-0.59784469,-1.661756298,0.380193294,0.567738862,0.20766098,0.629074194,,-0.83572918,-0.424197752,1.01976818,,,-0.0286511,-0.055539664,0.607812074,0.538413151,-0.509993854,,0.071713755,0.888847149,,,-2.795863772,-0.117782186,0.978980992,,,0.272192656,0.493086866,0.501047744,0.733235802,,0.744148954,0.515581184,-0.661948447,-0.682142311,-0.129022592,0.317102189,0.180457936,0.044540726,-1.112366385,,0.567674882,-0.378078963,0.271248235,0.309954386,-0.6976402,0.879285111,-0.414296667,0.037612982,-0.339973957,,0.851400568,0.723582965,0.364577258,0.505235278,,0.85361783,-1.770955507,-1.36171457,,,0.369552059,-0.431803777,0.265023147,0.547429905,2.677377287,-1.784050043,-1.852905721,0.168619609,,,,-0.164044448,-0.900031578,-0.331918853,,,0.128047635,-0.631329991,-0.539790003,-1.204872669,-1.247100799,0.989583051,-0.73445961,-0.294006712,,,,-0.915769844,,
I270697,0.669326667,0.891186991,,1.574394267,,,,,1.423490908,,,,1.228861348,-0.029668537,,,,1.015116763,1.154531676,,0.915573538,0.915401859,1.117315838,1.345493184,,0.740325724,0.862105101,,,,0.88444448,-3.882440927,,1.305933696,,0.783262828,0.838156361,,,,,,,,,0.834278363,,,1.234539268,,0.744148954,1.107304868,1.406256896,1.07600733,,0.663238511,,,1.412324186,,0.567674882,,,1.364589314,,,1.247268873,0.188773504,1.526514807,,0.851400568,,,,,,,,,,0.668730734,0.989389318,-1.433427139,1.920334869,2.677377287,,,0.922884221,0.929280315,,,,,1.231859042,,,0.637317418,1.157520026,1.295707914,,,0.989583051,,,,,,1.15368925,1.010186254,
I270698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.663238511,,,,,0.567674882,,,1.364589314,1.417447224,,,,-1.89538126,,-1.416187083,,1.382406727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I270740,0.343624212,0.223494507,0.050233778,1.574394267,,,-0.102245305,-0.041457946,-1.775868823,,0.660744512,-0.068678256,0.540230505,-0.483976115,-0.569940258,0.225404991,0.458477887,0.019264134,0.45358113,,0.073780701,0.820116445,-2.180183023,1.345493184,-1.408487828,0.602075294,0.433337483,-0.570693915,1.34819148,,0.615886956,0.699769796,1.077401973,1.305933696,-1.189159538,0.783262828,0.378290798,0.577092261,,,-0.010888839,0.489617492,0.588345633,,,0.432135743,-0.393191546,-0.520318914,0.576578469,,0.203860027,-0.06032101,0.402610868,-0.30215513,,0.239256269,0.299631259,-0.048802884,0.530686209,,0.346387923,-0.09160439,0.143270944,0.316121842,,-0.070090196,0.041293885,0.584993619,0.282188964,,0.203518382,0.382187252,-0.211719915,0.505235278,,0.352190781,-0.29702,0.267117793,-0.49366801,,-0.049298087,0.240681191,0.486560141,-0.310635697,-1.169878728,0.492442894,0.223192395,-0.434792081,0.929280315,,-0.109441566,0.518530544,-0.900031578,-0.331918853,,,0.637317418,0.18666997,0.836833434,,,0.658293715,-0.546758483,,,,,0.423291923,1.010186254,
I270799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.834278363,0.502761976,-1.075625058,,,-1.450774813,-1.456831093,-0.408698813,,,,,,,,,,,,,,-0.829688052,-0.347846347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I270801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.064051001,-0.618339328,,,,-0.541440329,-0.825804733,,,,,,,,-0.814506378,-0.861428563,0.215461727,,,0.3051642,-0.431176709,-0.166704719,,,0.663238511,-0.329587619,-0.656085426,,,-2.530342541,-1.007299901,0.124988474,,,-1.589090687,-0.414296667,-0.117866411,,,-1.241757264,-1.967315549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I270802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.589090687,-0.414296667,-0.117866411,,,-1.597594095,-1.967315549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I270919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.834278363,0.53774122,-1.075625058,1.234539268,,-1.450774813,-1.456831093,-0.408698813,,,0.663238511,0.315053291,-0.735610521,,,0.567674882,0.880362911,0.563767756,,,0.422178482,-1.39613085,-0.368753614,,,-0.282393257,0.057204795,-0.023167301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I270955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.589090687,-0.414296667,-0.117866411,,,-1.597594095,-1.967315549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I270956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.503682128,-3.760499273,,,,,,,,,-2.755817443,-2.316565137,-2.949783294,-2.274584994,,-2.294976262,-2.553985423,-0.005375322,,,-2.621210587,-1.434686322,-2.5646877,,,-2.041181895,-1.356867088,-1.045089611,,,-0.994852069,-0.749805093,-1.550818322,,,-1.43120422,-1.688071364,-1.253044576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I270957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.589090687,-0.414296667,-0.117866411,,,-1.597594095,-1.967315549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I270958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.589090687,-0.414296667,-0.117866411,,,-1.597594095,-1.967315549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I271067,,0.073263698,,,,,,0.357401549,-1.775868823,,,-0.385115101,0.75716661,1.787561773,,0.618314558,0.93864991,0.272595066,-2.350221055,,-1.22594744,-1.033617973,-2.180183023,,,-0.135260334,-0.190324506,-0.040539883,,,-0.371061943,-0.252094617,-0.018307791,,,0.160964367,-0.777587511,-0.825804733,,,-2.795863772,-1.853723278,-1.364831163,,,-1.096260732,-1.707438199,-1.813929817,,,-0.326545567,-1.435507717,-1.550180392,,,0.26106107,0.185000326,0.003898538,0.354358613,,0.051338645,-0.080946854,-0.783361618,-0.473032151,,-0.104487852,,,,,-0.515364591,-0.204586629,-0.725954315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I271128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.589090687,-0.414296667,-0.117866411,,,-1.597594095,-1.967315549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I271130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.589090687,-0.414296667,-0.117866411,,,-1.597594095,-1.967315549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I271143,,,,,,,,,,-1.390119757,,,1.228861348,,-1.424982282,,,1.015116763,,,,,,,,,,,,,,,,,,,-3.760499273,,,,,,,,,,0.957492155,,,,,1.107304868,-0.711191432,-0.114997265,,,,,,,,,,-0.979043859,,,1.247268873,,,,0.851400568,,,,,,1.00351133,,,,,,,,,,0.934582658,,,,,,,,,,,,,,,0.989583051,,,,,,,,
I271189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.775511084,,,,0.567674882,,1.29506656,,,0.879285111,1.247268873,1.721973079,,,0.851400568,1.10437049,1.382406727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I271252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.157520026,,,,,,,,,,,,
I271253,,0.073263698,,,,,,0.357401549,-1.775868823,,,-0.385115101,0.75716661,1.787561773,,0.618314558,0.93864991,0.272595066,-2.350221055,,-0.869027277,-0.692539502,-2.180183023,,,-0.573053362,0.379741531,0.224537133,,,-2.539663946,-0.743185985,0.466935104,,,-1.36020965,-0.886339502,-0.825804733,,,,-1.753089011,-1.364831163,,,0.422082178,0.524415794,0.937359714,1.234539268,,0.744148954,-0.013855795,-0.169518604,0.508862285,,-0.509779024,0.103491602,0.205113161,0.38781207,,-0.464997592,0.209193911,-0.355786185,-0.460740369,,-0.663449763,0.016479584,0.713841852,-0.35552803,,0.284503655,0.519905916,-0.85772688,-0.621508036,,,,,,,,,,,,,,,,,,,,,,,,1.157520026,,,,,,,,,,,,
